 !Structure factor in RPA
 !=======================
 !
 !Plasma density [r_s]:
 !   4.0000000000000000     
 !Temperature [theta]:
 !  0.10000000000000001     
 !w start [ryd]:
 !   1.0000000000000001E-005
 !w end [ryd]:
 !   150.00000000000000     
 !w points:
 !        1000
 !q start [1/a_B]:
 !   5.0000000000000000     
 !q end [1/a_B]:
 !   20.000000000000000     
 !q points:
 !           1
 !   2.5172579932396904E+022  0.22827605132869175        3634.4609603460467     
!        w[ryd]         w/w_pl       q[1/a_B]           q/qf    SRPA(q,tau)    SLFC(q,tau)           G(q)
! Library RPA_LIB version 2.0 is initialized.
  1.2720000E+02  2.9375582E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2735000E+02  2.9410223E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2750000E+02  2.9444864E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2765000E+02  2.9479505E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2780000E+02  2.9514146E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2795000E+02  2.9548787E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2810000E+02  2.9583428E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2825000E+02  2.9618069E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2840000E+02  2.9652710E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2855000E+02  2.9687351E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2870000E+02  2.9721992E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2885000E+02  2.9756633E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2900000E+02  2.9791274E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2915000E+02  2.9825915E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2930000E+02  2.9860556E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2945000E+02  2.9895197E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2960000E+02  2.9929838E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2975000E+02  2.9964479E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2990000E+02  2.9999120E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3005000E+02  3.0033761E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3020000E+02  3.0068402E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3035000E+02  3.0103043E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3050000E+02  3.0137684E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3065000E+02  3.0172325E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3080000E+02  3.0206966E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3095000E+02  3.0241607E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3110000E+02  3.0276248E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3125000E+02  3.0310889E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3140000E+02  3.0345530E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3155000E+02  3.0380171E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3170000E+02  3.0414812E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3185000E+02  3.0449453E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3200000E+02  3.0484094E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3215000E+02  3.0518736E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3230000E+02  3.0553377E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3245000E+02  3.0588018E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3260000E+02  3.0622659E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3275000E+02  3.0657300E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3290000E+02  3.0691941E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3305000E+02  3.0726582E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3320000E+02  3.0761223E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3335000E+02  3.0795864E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3350000E+02  3.0830505E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3365000E+02  3.0865146E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3380000E+02  3.0899787E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3395000E+02  3.0934428E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3410000E+02  3.0969069E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3425000E+02  3.1003710E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3440000E+02  3.1038351E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3455000E+02  3.1072992E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3470000E+02  3.1107633E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3485000E+02  3.1142274E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3500000E+02  3.1176915E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3515000E+02  3.1211556E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3530000E+02  3.1246197E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3545000E+02  3.1280838E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3560000E+02  3.1315479E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3575000E+02  3.1350120E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3590000E+02  3.1384761E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3605000E+02  3.1419402E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3620000E+02  3.1454043E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3635000E+02  3.1488684E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3650000E+02  3.1523325E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3665000E+02  3.1557966E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3680000E+02  3.1592607E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3695000E+02  3.1627248E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3710000E+02  3.1661889E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3725000E+02  3.1696530E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3740000E+02  3.1731171E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3755000E+02  3.1765812E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3770000E+02  3.1800453E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3785000E+02  3.1835094E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3800000E+02  3.1869735E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3815000E+02  3.1904376E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3830000E+02  3.1939017E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3845000E+02  3.1973658E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3860000E+02  3.2008299E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3875000E+02  3.2042940E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3890000E+02  3.2077581E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3905000E+02  3.2112222E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3920000E+02  3.2146863E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3935000E+02  3.2181504E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3950000E+02  3.2216145E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3965000E+02  3.2250786E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3980000E+02  3.2285427E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.3995000E+02  3.2320068E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4010000E+02  3.2354709E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4025000E+02  3.2389350E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4040000E+02  3.2423991E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4055000E+02  3.2458632E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4070000E+02  3.2493273E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4085000E+02  3.2527914E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4100000E+02  3.2562555E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4115000E+02  3.2597196E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4130000E+02  3.2631837E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4145000E+02  3.2666478E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4160000E+02  3.2701119E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4175000E+02  3.2735760E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4190000E+02  3.2770401E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4205000E+02  3.2805042E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4220000E+02  3.2839683E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4235000E+02  3.2874324E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4250000E+02  3.2908965E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4265000E+02  3.2943606E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4280000E+02  3.2978247E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4295000E+02  3.3012889E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4310000E+02  3.3047530E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4325000E+02  3.3082171E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4340000E+02  3.3116812E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4355000E+02  3.3151453E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4370000E+02  3.3186094E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4385000E+02  3.3220735E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4400000E+02  3.3255376E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4415000E+02  3.3290017E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4430000E+02  3.3324658E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4445000E+02  3.3359299E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4460000E+02  3.3393940E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4475000E+02  3.3428581E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4490000E+02  3.3463222E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4505000E+02  3.3497863E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4520000E+02  3.3532504E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4535000E+02  3.3567145E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4550000E+02  3.3601786E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4565000E+02  3.3636427E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4580000E+02  3.3671068E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4595000E+02  3.3705709E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4610000E+02  3.3740350E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4625000E+02  3.3774991E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4640000E+02  3.3809632E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4655000E+02  3.3844273E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4670000E+02  3.3878914E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4685000E+02  3.3913555E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4700000E+02  3.3948196E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4715000E+02  3.3982837E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4730000E+02  3.4017478E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4745000E+02  3.4052119E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4760000E+02  3.4086760E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4775000E+02  3.4121401E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4790000E+02  3.4156042E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4805000E+02  3.4190683E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4820000E+02  3.4225324E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4835000E+02  3.4259965E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4850000E+02  3.4294606E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4865000E+02  3.4329247E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4880000E+02  3.4363888E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4895000E+02  3.4398529E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4910000E+02  3.4433170E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4925000E+02  3.4467811E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4940000E+02  3.4502452E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4955000E+02  3.4537093E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4970000E+02  3.4571734E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.4985000E+02  3.4606375E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
